ID	x	y	z	cluster
human3_lib1.final_cell_0742	8.966688	7.358938	6.860987	1.000000
human3_lib1.final_cell_0743	11.461968	-11.660371	-0.343219	3.000000
human3_lib1.final_cell_0744	6.917604	-1.607940	5.592361	1.000000
human3_lib1.final_cell_0745	19.949616	8.674231	3.526191	1.000000
human3_lib1.final_cell_0746	12.774976	19.101220	-11.278050	1.000000
human3_lib1.final_cell_0747	-4.742013	4.348265	0.665348	6.000000
human3_lib1.final_cell_0748	-3.193356	5.050793	0.748944	1.000000
human3_lib1.final_cell_0749	6.543358	8.172017	-5.936083	6.000000
human3_lib1.final_cell_0750	22.903162	-16.485486	1.016894	1.000000
human3_lib1.final_cell_0751	-6.258070	7.202004	-0.423665	1.000000
human3_lib1.final_cell_0752	10.876911	-7.429389	-0.056187	1.000000
human3_lib1.final_cell_0753	-9.937654	-2.237292	2.158437	6.000000
human3_lib1.final_cell_0754	-10.006323	0.147242	6.642082	2.000000
human3_lib1.final_cell_0755	7.156173	3.882206	2.848948	1.000000
human3_lib1.final_cell_0756	2.130508	3.745472	-0.163516	3.000000
human3_lib1.final_cell_0757	9.112401	-5.193168	-3.176243	1.000000
human3_lib1.final_cell_0758	15.449743	-5.199744	-1.539036	1.000000
human3_lib1.final_cell_0759	-3.774388	19.391355	12.559979	1.000000
human3_lib1.final_cell_0760	-7.395076	-3.043944	2.742188	2.000000
human3_lib1.final_cell_0761	-7.682815	1.496380	3.917833	6.000000
human3_lib1.final_cell_0762	17.492440	14.236265	-4.658221	1.000000
human3_lib1.final_cell_0763	11.263708	8.151807	-6.332768	1.000000
human3_lib1.final_cell_0764	10.983971	-6.405123	-2.107893	1.000000
human3_lib1.final_cell_0765	-4.752664	-1.543348	-3.180883	3.000000
human3_lib1.final_cell_0766	11.145112	-6.823702	1.190401	1.000000
human3_lib1.final_cell_0767	-7.075587	-9.895889	6.363641	6.000000
human3_lib1.final_cell_0768	15.593857	4.943895	-12.576346	1.000000
human3_lib1.final_cell_0769	11.120275	10.750845	-15.772035	1.000000
human3_lib1.final_cell_0770	-3.111104	-15.424223	-31.850269	1.000000
human3_lib1.final_cell_0771	17.162278	-16.327603	0.612112	3.000000
human3_lib1.final_cell_0772	-9.574376	-3.473216	8.542352	3.000000
human3_lib1.final_cell_0773	15.724514	13.265785	-6.127768	1.000000
human3_lib1.final_cell_0774	10.459560	-8.509213	0.661584	2.000000
human3_lib1.final_cell_0775	11.059344	-10.138808	0.501738	1.000000
human3_lib1.final_cell_0776	8.870629	10.270389	-10.466693	1.000000
human3_lib1.final_cell_0777	14.560590	16.027485	13.181546	3.000000
human3_lib1.final_cell_0778	-11.441198	8.219403	2.683613	3.000000
human3_lib1.final_cell_0779	-2.226848	-0.261202	3.058152	1.000000
human3_lib1.final_cell_0780	-1.452203	6.984585	1.977790	1.000000
human3_lib1.final_cell_0781	7.672689	-2.874504	-6.904428	1.000000
human3_lib1.final_cell_0782	12.263089	-7.909647	-1.739347	1.000000
human3_lib1.final_cell_0783	8.435671	-6.821789	7.900189	1.000000
human3_lib1.final_cell_0784	11.802980	-16.310593	3.481463	6.000000
human3_lib1.final_cell_0785	4.025730	4.658640	-4.704896	1.000000
human3_lib1.final_cell_0786	10.975845	-7.415014	-0.093188	2.000000
human3_lib1.final_cell_0787	3.785813	4.619166	-12.545386	6.000000
human3_lib1.final_cell_0788	15.442695	-9.738508	5.178902	1.000000
human3_lib1.final_cell_0789	17.821932	-9.196342	-5.093117	1.000000
human3_lib1.final_cell_0790	-27.086762	17.814184	-10.292544	3.000000
human3_lib1.final_cell_0791	20.382317	-2.706181	-0.856971	1.000000
human3_lib1.final_cell_0792	-0.047881	5.782113	1.848456	1.000000
human3_lib1.final_cell_0793	3.803608	5.251088	4.712603	3.000000
human3_lib1.final_cell_0794	-21.821288	4.586935	-3.730439	3.000000
human3_lib1.final_cell_0795	11.086199	-13.119532	-0.534002	1.000000
human3_lib1.final_cell_0796	3.386522	11.645496	12.931879	1.000000
human3_lib1.final_cell_0797	6.145499	5.330627	2.937947	1.000000
human3_lib1.final_cell_0798	-6.271489	2.922796	2.466768	2.000000
human3_lib1.final_cell_0799	15.072840	11.026196	13.248428	1.000000
human3_lib1.final_cell_0800	6.733501	9.186020	8.698786	1.000000
human3_lib1.final_cell_0801	11.732420	-8.670422	-0.534327	1.000000
human3_lib1.final_cell_0802	-7.417037	0.363632	1.862751	6.000000
human3_lib1.final_cell_0803	5.433857	-6.579995	-0.422302	1.000000
human3_lib1.final_cell_0804	11.864365	-4.130420	-1.779486	1.000000
human3_lib1.final_cell_0805	8.705977	-7.799297	1.866112	1.000000
human3_lib1.final_cell_0806	9.030484	9.092627	-9.547551	1.000000
human3_lib1.final_cell_0807	-11.015020	9.128232	11.028972	1.000000
human3_lib1.final_cell_0808	11.085010	11.222714	-6.090396	1.000000
human3_lib1.final_cell_0809	-6.035057	2.059723	1.483296	1.000000
human3_lib1.final_cell_0810	-19.764454	-34.624314	-31.946349	3.000000
human3_lib1.final_cell_0811	7.571585	-9.171035	2.606054	1.000000
human3_lib1.final_cell_0812	-5.922708	-9.220654	-1.992395	3.000000
human3_lib1.final_cell_0813	-1.439023	5.516810	5.244324	1.000000
human3_lib1.final_cell_0814	-4.416867	-3.952836	1.542946	3.000000
human3_lib1.final_cell_0815	11.117100	7.366578	10.761652	1.000000
human3_lib1.final_cell_0816	12.209015	4.429605	-9.603498	1.000000
human3_lib1.final_cell_0817	12.896705	-8.250862	1.464475	1.000000
human3_lib1.final_cell_0818	-7.209852	8.524983	0.941483	1.000000
human3_lib1.final_cell_0819	-3.611726	8.395847	8.585375	1.000000
human3_lib1.final_cell_0820	13.294674	-16.904027	1.350049	6.000000
human3_lib1.final_cell_0821	8.458042	-8.190316	-3.840651	1.000000
human3_lib1.final_cell_0822	6.569576	3.862621	6.975439	1.000000
human3_lib1.final_cell_0823	-0.410670	-9.739848	5.443100	2.000000
human3_lib1.final_cell_0824	10.823784	-8.545662	-0.457898	2.000000
human3_lib1.final_cell_0825	6.659078	-14.174781	0.107912	1.000000
human3_lib1.final_cell_0826	4.884594	-0.893711	6.163498	1.000000
human3_lib1.final_cell_0827	-13.669644	2.014411	-9.710961	3.000000
human3_lib1.final_cell_0828	8.758755	15.168606	-10.851080	1.000000
human3_lib1.final_cell_0829	9.188867	4.781705	6.688831	1.000000
human3_lib1.final_cell_0830	-11.508879	15.110167	-4.501234	1.000000
human3_lib1.final_cell_0831	11.238297	-8.111733	0.300751	2.000000
human3_lib1.final_cell_0832	9.409639	5.821216	9.419347	1.000000
human3_lib1.final_cell_0833	9.716657	4.085302	2.007542	1.000000
human3_lib1.final_cell_0834	10.988980	-5.489831	-0.712142	1.000000
human3_lib1.final_cell_0835	-3.396665	-2.175748	-0.422159	3.000000
human3_lib1.final_cell_0836	12.709559	-6.759046	1.737774	1.000000
human3_lib1.final_cell_0837	7.886428	-7.194095	-1.764277	1.000000
human3_lib1.final_cell_0838	21.335130	-9.896378	6.935095	1.000000
human3_lib1.final_cell_0839	-3.866704	2.359344	1.827922	1.000000
human3_lib1.final_cell_0840	12.976642	-13.967214	-1.519645	1.000000
human3_lib1.final_cell_0841	-6.619001	1.466434	0.826856	3.000000
human3_lib1.final_cell_0842	-11.947510	-5.573970	2.590022	6.000000
human3_lib1.final_cell_0843	-8.425220	8.702099	9.731667	1.000000
human3_lib1.final_cell_0844	-10.208840	5.049580	1.196476	3.000000
human3_lib1.final_cell_0845	10.974335	-7.248072	-1.138379	1.000000
human3_lib1.final_cell_0846	9.402883	-9.349223	-1.537650	1.000000
human3_lib1.final_cell_0847	17.018838	18.498551	-1.897299	1.000000
human3_lib1.final_cell_0848	-10.239234	0.605815	-0.321122	6.000000
human3_lib1.final_cell_0849	11.815904	4.901988	-15.057697	1.000000
human3_lib1.final_cell_0850	11.657862	-10.255094	-0.997460	1.000000
human3_lib1.final_cell_0851	-4.834495	1.219866	-1.402923	3.000000
human3_lib1.final_cell_0852	8.952133	-6.607443	-0.080020	1.000000
human3_lib1.final_cell_0853	-0.381524	7.240736	23.742151	2.000000
human3_lib1.final_cell_0854	15.272989	-12.703472	-2.273335	1.000000
human3_lib1.final_cell_0855	-8.676232	1.518279	1.019734	2.000000
human3_lib1.final_cell_0856	15.129920	-2.037402	-3.966197	1.000000
human3_lib1.final_cell_0857	-9.386228	2.077622	0.517370	3.000000
human3_lib1.final_cell_0858	-12.481426	0.071110	12.544111	3.000000
human3_lib1.final_cell_0859	10.563872	9.209694	-1.579517	1.000000
human3_lib1.final_cell_0860	9.973745	5.742658	7.732115	1.000000
human3_lib1.final_cell_0861	-8.668592	5.893478	3.485252	1.000000
human3_lib1.final_cell_0862	12.915682	3.434168	-4.767281	1.000000
human3_lib1.final_cell_0863	4.246881	-16.795957	4.071756	2.000000
human3_lib1.final_cell_0864	-8.256483	3.945524	3.800480	2.000000
human3_lib1.final_cell_0865	8.067728	-7.016904	-0.049966	1.000000
human3_lib1.final_cell_0866	5.265557	10.715603	15.888926	1.000000
human3_lib1.final_cell_0867	16.858495	-5.482033	-0.625780	1.000000
human3_lib1.final_cell_0868	8.145186	-8.632761	1.512706	1.000000
human3_lib1.final_cell_0869	8.446886	-4.884091	-0.851347	1.000000
human3_lib1.final_cell_0870	7.035593	3.676664	3.992558	1.000000
human3_lib1.final_cell_0871	-8.631687	4.968514	-1.911098	3.000000
human3_lib1.final_cell_0872	-5.058451	4.024818	-1.024932	6.000000
human3_lib1.final_cell_0873	14.308734	-6.824538	0.939611	1.000000
human3_lib1.final_cell_0874	-6.028385	-1.549788	1.535242	1.000000
human3_lib1.final_cell_0875	21.686597	-12.821619	9.088738	1.000000
human3_lib1.final_cell_0876	-5.407207	1.153237	0.729449	1.000000
human3_lib1.final_cell_0877	0.992696	-12.862025	8.006267	1.000000
human3_lib1.final_cell_0878	13.573117	-13.211125	1.299374	1.000000
human3_lib1.final_cell_0879	4.591450	-9.219589	-0.155559	1.000000
human3_lib1.final_cell_0880	16.700253	2.651106	5.483511	1.000000
human3_lib1.final_cell_0881	11.471238	-7.235982	-2.364700	1.000000
human3_lib1.final_cell_0882	-5.886035	8.397998	8.276632	1.000000
human3_lib1.final_cell_0883	8.783547	-3.570085	2.042929	1.000000
human3_lib1.final_cell_0884	-5.927421	2.883162	1.598182	2.000000
human3_lib1.final_cell_0885	-10.987530	3.493390	-8.015192	6.000000
human3_lib1.final_cell_0886	12.863517	-5.967047	-5.306084	1.000000
human3_lib1.final_cell_0887	8.781672	-8.936973	-2.238787	1.000000
human3_lib1.final_cell_0888	16.106236	20.400997	18.129233	1.000000
human3_lib1.final_cell_0889	-0.869237	-1.926541	-0.160338	1.000000
human3_lib1.final_cell_0890	-10.190755	4.718437	4.996965	6.000000
human3_lib1.final_cell_0891	10.463998	-10.761265	-4.438748	2.000000
human3_lib1.final_cell_0892	-2.328996	7.718404	10.632589	1.000000
human3_lib1.final_cell_0893	12.992461	9.864931	-6.741743	1.000000
human3_lib1.final_cell_0894	17.847638	-12.586725	8.727383	1.000000
human3_lib1.final_cell_0895	-9.219671	3.316747	1.421407	3.000000
human3_lib1.final_cell_0896	-8.947322	1.216133	3.495264	2.000000
human3_lib1.final_cell_0897	-9.856213	-0.527767	2.319618	2.000000
human3_lib2.final_cell_0001	-27.045138	-3.528560	4.153075	3.000000
human3_lib2.final_cell_0002	-28.459415	4.500776	-0.775634	3.000000
human3_lib2.final_cell_0003	-9.963490	-8.494520	-9.125209	3.000000
human3_lib2.final_cell_0004	-24.493456	-4.835519	11.832784	3.000000
human3_lib2.final_cell_0005	-18.647370	4.399304	-8.492520	3.000000
human3_lib2.final_cell_0006	-2.059407	-19.245393	24.248845	3.000000
human3_lib2.final_cell_0007	-19.318960	17.455043	-0.885933	3.000000
human3_lib2.final_cell_0008	1.030249	-20.890774	-13.674218	3.000000
human3_lib2.final_cell_0009	-14.700754	-5.763897	13.031854	3.000000
human3_lib2.final_cell_0010	-24.701883	-1.733456	-17.936811	3.000000
human3_lib2.final_cell_0011	-31.319133	-1.897367	6.581013	3.000000
human3_lib2.final_cell_0012	-22.051580	8.278893	21.487825	3.000000
human3_lib2.final_cell_0013	-11.722469	-15.030369	-0.488309	3.000000
human3_lib2.final_cell_0014	-28.538675	-9.089856	3.590301	3.000000
human3_lib2.final_cell_0015	-15.610686	2.329973	19.471481	3.000000
human3_lib2.final_cell_0016	10.558799	10.745933	-6.047952	1.000000
human3_lib2.final_cell_0017	-20.669483	4.043263	1.377575	3.000000
human3_lib2.final_cell_0018	-34.826771	-4.580221	-1.266734	3.000000
human3_lib2.final_cell_0019	-2.885912	-31.828764	12.226747	3.000000
human3_lib2.final_cell_0020	-11.292048	-18.599629	3.200330	3.000000
human3_lib2.final_cell_0021	-2.368842	-16.950250	-7.352429	3.000000
human3_lib2.final_cell_0022	-10.773732	-16.998515	16.824598	3.000000
human3_lib2.final_cell_0023	-22.513919	12.362390	4.414555	3.000000
human3_lib2.final_cell_0024	-21.661660	-19.929819	8.062721	3.000000
human3_lib2.final_cell_0025	-31.278402	-6.763467	2.760701	3.000000
human3_lib2.final_cell_0026	-20.135600	6.898053	-1.491402	3.000000
human3_lib2.final_cell_0027	-23.610420	8.265796	-10.623704	3.000000
human3_lib2.final_cell_0028	-23.396259	4.601914	-7.209971	3.000000
human3_lib2.final_cell_0029	-14.113701	-21.206891	3.036925	3.000000
human3_lib2.final_cell_0030	15.785369	-3.448897	-1.944001	1.000000
human3_lib2.final_cell_0031	-17.781768	-25.913129	-2.149409	3.000000
human3_lib2.final_cell_0032	-23.728259	-13.441633	3.819171	3.000000
human3_lib2.final_cell_0033	-17.970511	1.323944	-15.193182	3.000000
human3_lib2.final_cell_0034	4.202347	-24.196495	-13.220287	3.000000
human3_lib2.final_cell_0035	-25.213706	-10.593136	0.294803	3.000000
human3_lib2.final_cell_0036	-5.281341	-15.940561	-12.712246	3.000000
human3_lib2.final_cell_0037	-32.421759	15.691508	-6.791329	3.000000
human3_lib2.final_cell_0038	-17.817266	-5.628127	16.341533	3.000000
human3_lib2.final_cell_0039	-23.989553	1.122228	-10.206369	3.000000
human3_lib2.final_cell_0040	11.597477	-2.631316	-4.397119	1.000000
human3_lib2.final_cell_0041	-22.751941	6.256300	0.526269	3.000000
human3_lib2.final_cell_0042	-31.879487	-9.343760	8.692597	3.000000
human3_lib2.final_cell_0043	-31.702135	1.615357	-13.603549	3.000000
human3_lib2.final_cell_0044	-21.808030	6.939841	-14.158747	3.000000
human3_lib2.final_cell_0045	-23.690899	-0.933865	-0.373027	3.000000
human3_lib2.final_cell_0046	-28.261772	15.549809	-15.833236	3.000000
human3_lib2.final_cell_0047	6.322830	-23.894811	11.578956	3.000000
human3_lib2.final_cell_0048	-15.630935	19.621806	-0.754661	3.000000
human3_lib2.final_cell_0049	-34.743453	-9.496361	-9.980787	3.000000
human3_lib2.final_cell_0050	8.952748	-10.947596	-5.541827	1.000000
human3_lib2.final_cell_0051	-16.089079	5.816235	3.739869	3.000000
human3_lib2.final_cell_0052	-16.224354	-4.204037	0.159440	3.000000
human3_lib2.final_cell_0053	-6.467472	-9.853259	-11.695504	3.000000
human3_lib2.final_cell_0054	-12.775108	-6.010630	-3.719346	3.000000
human3_lib2.final_cell_0055	-22.165046	-12.300569	-17.014434	3.000000
human3_lib2.final_cell_0056	-21.079137	2.541843	8.432377	3.000000
human3_lib2.final_cell_0057	-10.267319	7.732637	-22.912915	3.000000
human3_lib2.final_cell_0058	-14.031635	5.495929	-13.412837	3.000000
human3_lib2.final_cell_0059	-10.820426	-9.222820	-21.025439	3.000000
human3_lib2.final_cell_0060	6.675135	-16.670994	-5.130270	3.000000
human3_lib2.final_cell_0061	-6.861567	-17.408339	-17.858415	3.000000
human3_lib2.final_cell_0062	-4.440362	-14.776768	4.891550	3.000000
human3_lib2.final_cell_0063	-14.403135	-10.503180	-6.906064	3.000000
human3_lib2.final_cell_0064	-24.458455	16.175891	6.055731	3.000000
human3_lib2.final_cell_0065	12.540624	-6.758627	3.514218	1.000000
human3_lib2.final_cell_0066	10.498262	8.929428	0.551936	1.000000
human3_lib2.final_cell_0067	6.978982	-13.922998	-11.616466	3.000000
human3_lib2.final_cell_0068	-8.415420	-4.584785	0.273883	3.000000
human3_lib2.final_cell_0069	-10.718917	-9.435363	13.513169	3.000000
human3_lib2.final_cell_0070	9.166682	8.899057	-6.533004	1.000000
human3_lib2.final_cell_0071	-8.510489	8.024064	-8.842615	3.000000
human3_lib2.final_cell_0072	-13.872893	12.543892	6.258073	3.000000
human3_lib2.final_cell_0073	-2.347554	-17.602219	-15.139534	3.000000
human3_lib2.final_cell_0074	-3.620064	-1.803438	-15.322154	3.000000
human3_lib2.final_cell_0075	-24.176946	2.001860	-20.886918	3.000000
human3_lib2.final_cell_0076	-16.741434	1.839783	-10.201053	3.000000
human3_lib2.final_cell_0077	10.092109	-8.725993	-0.140593	1.000000
human3_lib2.final_cell_0078	-17.981937	-1.887443	5.955284	3.000000
human3_lib2.final_cell_0079	-13.359299	17.759550	-3.039975	3.000000
human3_lib2.final_cell_0080	-7.302154	-17.603626	-3.047478	3.000000
human3_lib2.final_cell_0081	-6.938162	-16.640475	19.128877	3.000000
human3_lib2.final_cell_0082	-26.443246	13.253920	-0.036113	3.000000
human3_lib2.final_cell_0083	-11.822952	12.563956	-7.366364	3.000000
human3_lib2.final_cell_0084	-18.504999	-5.518410	-5.883667	3.000000
human3_lib2.final_cell_0085	7.069728	-13.457178	-3.051092	1.000000
human3_lib2.final_cell_0086	6.739595	-16.338939	18.582698	3.000000
human3_lib2.final_cell_0087	12.036086	8.858622	-6.873978	1.000000
human3_lib2.final_cell_0088	-13.786125	-2.114260	0.990461	3.000000
human3_lib2.final_cell_0089	13.095208	-8.978271	0.225014	1.000000
human3_lib2.final_cell_0090	-14.026778	-13.719402	-16.320374	3.000000
human3_lib2.final_cell_0091	-22.199296	15.390655	-14.920142	3.000000
human3_lib2.final_cell_0092	11.455287	6.430024	-7.562787	1.000000
human3_lib2.final_cell_0093	-26.440091	-10.765917	-15.232137	3.000000
human3_lib2.final_cell_0094	-20.040705	15.226947	-10.582102	3.000000
human3_lib2.final_cell_0095	12.325563	4.183969	-5.415369	1.000000
human3_lib2.final_cell_0096	2.287604	-26.516923	-8.366610	3.000000
human3_lib2.final_cell_0097	-32.424671	-23.050315	-3.200795	3.000000
human3_lib2.final_cell_0098	-19.899520	7.589333	1.809138	3.000000
human3_lib2.final_cell_0099	-20.957625	-15.132453	-11.952646	3.000000
human3_lib2.final_cell_0100	-12.829527	15.298934	-15.690333	3.000000
human3_lib2.final_cell_0101	-16.302890	9.121015	-11.752179	3.000000
human3_lib2.final_cell_0102	8.285354	-21.947410	-21.711496	3.000000
human3_lib2.final_cell_0103	10.399841	10.071634	-6.593888	1.000000
human3_lib2.final_cell_0104	-34.850665	0.162699	-19.925705	3.000000
human3_lib2.final_cell_0105	-20.524210	12.510999	-0.441967	3.000000
human3_lib2.final_cell_0106	11.270345	-6.745718	-3.451030	1.000000
human3_lib2.final_cell_0107	-12.002820	-7.107359	-5.238477	3.000000
human3_lib2.final_cell_0108	-17.029213	1.082979	-2.575399	3.000000
human3_lib2.final_cell_0109	-3.150791	-22.866616	11.685012	3.000000
human3_lib2.final_cell_0110	-6.627016	-0.447131	4.429132	3.000000
human3_lib2.final_cell_0111	9.116241	5.350081	-2.350968	1.000000
human3_lib2.final_cell_0112	-17.299065	20.569677	14.519471	3.000000
human3_lib2.final_cell_0113	10.435152	-4.901322	0.906995	1.000000
human3_lib2.final_cell_0114	-7.032265	4.737635	5.631471	1.000000
human3_lib2.final_cell_0115	-11.884651	14.209989	2.228576	3.000000
human3_lib2.final_cell_0116	-17.402607	-11.195866	8.612183	3.000000
human3_lib2.final_cell_0117	-18.726418	4.813953	4.251859	3.000000
human3_lib2.final_cell_0118	-17.754176	22.878414	-12.512314	3.000000
human3_lib2.final_cell_0119	-16.596544	-5.166679	-8.587824	3.000000
human3_lib2.final_cell_0120	3.919987	-13.935752	-8.847240	3.000000
human3_lib2.final_cell_0121	-4.458507	-10.494288	14.093885	1.000000
human3_lib2.final_cell_0122	-7.054335	-2.631715	-3.295882	3.000000
human3_lib2.final_cell_0123	-11.684669	-21.655447	-11.856138	3.000000
human3_lib2.final_cell_0124	-6.783755	-7.783587	-21.427255	3.000000
human3_lib2.final_cell_0125	-16.944814	18.923625	-16.521848	3.000000
human3_lib2.final_cell_0126	-16.593168	-3.480564	-3.916856	3.000000
human3_lib2.final_cell_0127	-23.697324	-14.495379	16.444274	3.000000
human3_lib2.final_cell_0128	-12.049616	1.227032	-1.314192	3.000000
human3_lib2.final_cell_0129	-20.074966	-4.251177	-1.313911	3.000000
human3_lib2.final_cell_0130	-20.827335	-20.885993	-1.822211	3.000000
human3_lib2.final_cell_0131	12.125400	7.201846	-5.074694	1.000000
human3_lib2.final_cell_0132	10.556217	-9.835428	-4.855578	1.000000
human3_lib2.final_cell_0133	-3.281884	4.694890	-4.055673	1.000000
human3_lib2.final_cell_0134	-18.859727	-11.595574	-6.028120	3.000000
human3_lib2.final_cell_0135	-20.931394	7.914000	5.624162	3.000000
human3_lib2.final_cell_0136	10.675693	9.222006	-6.605306	1.000000
human3_lib2.final_cell_0137	15.446007	-9.544454	-0.329877	1.000000
human3_lib2.final_cell_0138	-13.414735	-7.920613	16.297557	3.000000
human3_lib2.final_cell_0139	12.293049	-9.767889	1.944866	1.000000
human3_lib2.final_cell_0140	-31.117286	-4.187356	-10.898377	3.000000
human3_lib2.final_cell_0141	-12.227473	-2.583233	-0.550418	3.000000
human3_lib2.final_cell_0142	-0.067517	-1.883138	2.593032	1.000000
human3_lib2.final_cell_0143	-8.202896	-5.017859	2.864179	3.000000
human3_lib2.final_cell_0144	16.602631	-7.088982	-5.068364	1.000000
human3_lib2.final_cell_0145	-4.497596	-0.899257	4.833709	1.000000
human3_lib2.final_cell_0146	10.430243	-3.623835	1.135456	1.000000
human3_lib2.final_cell_0147	-8.869602	2.892673	13.939985	1.000000
human3_lib2.final_cell_0148	-37.732463	3.273206	-2.366601	3.000000
human3_lib2.final_cell_0149	10.748720	6.217050	-6.927471	1.000000
human3_lib2.final_cell_0150	19.007018	-9.849458	-1.810614	1.000000
human3_lib2.final_cell_0151	10.287281	-15.055879	-2.784436	1.000000
human3_lib2.final_cell_0152	0.895234	6.515027	-3.766564	1.000000
human3_lib2.final_cell_0153	8.095847	-8.306525	-0.305738	1.000000
human3_lib2.final_cell_0154	-7.913719	13.846633	7.362709	1.000000
human3_lib2.final_cell_0155	15.705103	7.494977	-11.554690	1.000000
human3_lib2.final_cell_0156	17.028667	6.991825	6.085090	1.000000
human3_lib2.final_cell_0157	-1.905531	-5.429510	4.548846	1.000000
human3_lib2.final_cell_0158	-29.055755	-15.982970	-0.992318	3.000000
human3_lib2.final_cell_0159	-13.981412	-5.225302	-5.351571	3.000000
human3_lib2.final_cell_0160	-9.361178	5.205759	-8.192058	3.000000
human3_lib2.final_cell_0161	-1.544521	-5.881721	-2.042426	3.000000
human3_lib2.final_cell_0162	-8.694106	3.847115	0.536139	3.000000
human3_lib2.final_cell_0163	10.051845	-4.736402	-0.191915	1.000000
human3_lib2.final_cell_0164	-15.999828	-1.437202	-23.863150	3.000000
human3_lib2.final_cell_0165	12.420123	5.022436	-5.743216	1.000000
human3_lib2.final_cell_0166	11.114227	-2.978237	6.895001	1.000000
human3_lib2.final_cell_0167	-12.891677	16.584252	9.336466	1.000000
human3_lib2.final_cell_0168	-3.804581	-8.131195	-4.918667	3.000000
human3_lib2.final_cell_0169	12.766973	-3.301858	0.670185	1.000000
human3_lib2.final_cell_0170	-7.995494	-8.189466	-3.767453	1.000000
human3_lib2.final_cell_0171	-31.468929	17.499049	9.306117	3.000000
human3_lib2.final_cell_0172	-13.062329	3.973130	-7.075488	3.000000
human3_lib2.final_cell_0173	-6.067598	-0.678903	14.487523	1.000000
human3_lib2.final_cell_0174	-24.008668	21.890688	-1.324239	3.000000
human3_lib2.final_cell_0175	16.037980	-10.961349	1.054936	1.000000
human3_lib2.final_cell_0176	4.528858	1.315040	14.839037	1.000000
human3_lib2.final_cell_0177	12.835280	-5.559062	0.341984	1.000000
human3_lib2.final_cell_0178	9.448584	12.940525	-7.524562	1.000000
human3_lib2.final_cell_0179	-9.822579	13.876268	-12.836127	1.000000
human3_lib2.final_cell_0180	-12.095053	-10.179123	-16.867719	3.000000
human3_lib2.final_cell_0181	-8.354322	11.887413	9.421148	1.000000
human3_lib2.final_cell_0182	10.273350	-10.717784	3.331961	1.000000
human3_lib2.final_cell_0183	-13.364464	9.858164	-8.783257	3.000000
human3_lib2.final_cell_0184	-28.270554	6.821790	27.671015	3.000000
human3_lib2.final_cell_0185	8.981922	8.834157	-5.743421	1.000000
human3_lib2.final_cell_0186	-1.545851	-1.194190	3.931706	1.000000
human3_lib2.final_cell_0187	-14.185906	7.848806	4.566271	3.000000
human3_lib2.final_cell_0188	11.903046	7.676881	-6.711669	1.000000
human3_lib2.final_cell_0189	8.019559	11.202233	-11.291600	1.000000
human3_lib2.final_cell_0190	8.089428	14.493472	-2.306731	1.000000
human3_lib2.final_cell_0191	-3.598736	-0.984903	-1.919768	3.000000
human3_lib2.final_cell_0192	10.256067	-10.682474	-2.920492	1.000000
human3_lib2.final_cell_0193	13.147714	-10.026240	0.672824	1.000000
human3_lib2.final_cell_0194	11.636748	10.474350	-5.539920	1.000000
human3_lib2.final_cell_0195	12.589204	11.444159	7.783072	1.000000
human3_lib2.final_cell_0196	7.700496	-6.748012	2.374933	1.000000
human3_lib2.final_cell_0197	6.549841	7.052814	8.497576	1.000000
human3_lib2.final_cell_0198	18.007920	-13.937026	-6.377796	1.000000
human3_lib2.final_cell_0199	-6.949757	4.074731	-7.528476	3.000000
human3_lib2.final_cell_0200	10.076932	-8.609560	-3.792987	1.000000
human3_lib2.final_cell_0201	-14.135652	13.336320	-4.258643	3.000000
human3_lib2.final_cell_0202	8.672255	-0.153053	20.312254	1.000000
human3_lib2.final_cell_0203	10.662492	-6.457055	-5.302343	1.000000
human3_lib2.final_cell_0204	-6.721689	-4.056674	-1.547375	1.000000
human3_lib2.final_cell_0205	-6.458557	5.897014	3.831246	1.000000
human3_lib2.final_cell_0206	8.689125	-7.748796	-19.260645	1.000000
human3_lib2.final_cell_0207	8.610618	-20.296153	11.820191	3.000000
human3_lib2.final_cell_0208	-11.735165	3.712713	4.275767	3.000000
human3_lib2.final_cell_0209	-15.180287	2.695193	-1.820218	3.000000
human3_lib2.final_cell_0210	7.081270	-2.243189	3.301955	1.000000
human3_lib2.final_cell_0211	7.112302	12.013876	9.587937	1.000000
human3_lib2.final_cell_0212	-7.825508	7.896875	4.538611	1.000000
human3_lib2.final_cell_0213	-33.062230	-9.250737	-15.537935	3.000000
human3_lib2.final_cell_0214	24.965857	21.377531	34.138086	3.000000
human3_lib2.final_cell_0215	1.166197	-11.180934	13.098155	1.000000
human3_lib2.final_cell_0216	16.333234	3.898630	9.397037	1.000000
human3_lib2.final_cell_0217	4.017950	6.983499	0.395805	1.000000
human3_lib2.final_cell_0218	-2.810727	-21.046206	5.573129	3.000000
human3_lib2.final_cell_0219	11.571361	-11.480301	5.934465	1.000000
human3_lib2.final_cell_0220	9.584462	8.863403	-7.546396	1.000000
human3_lib2.final_cell_0221	8.316562	13.922745	-8.487241	1.000000
human3_lib2.final_cell_0222	-8.663130	2.311826	-0.276773	3.000000
human3_lib2.final_cell_0223	10.845889	6.483681	-5.823462	1.000000
human3_lib2.final_cell_0224	-5.766418	1.808044	-1.269703	3.000000
human3_lib2.final_cell_0225	10.927866	7.466195	-7.818325	1.000000
human3_lib2.final_cell_0226	-4.707089	-9.940554	-3.906803	3.000000
