ID	x	y	z	cluster
human3_lib2.final_cell_0853	13.926297	-15.198346	-2.744865	1.000000
human3_lib2.final_cell_0854	11.158571	-7.614548	0.724206	1.000000
human3_lib2.final_cell_0855	3.580737	6.599844	-7.683322	3.000000
human3_lib2.final_cell_0856	11.510692	-8.258067	0.471255	2.000000
human3_lib2.final_cell_0857	0.902119	-12.236758	2.109952	2.000000
human3_lib2.final_cell_0858	-2.774677	-6.692179	1.656552	2.000000
human3_lib2.final_cell_0859	9.837161	-10.572399	-1.166213	1.000000
human3_lib2.final_cell_0860	2.755179	-3.626208	-0.831510	1.000000
human3_lib2.final_cell_0861	-5.600577	0.268460	-1.324320	6.000000
human3_lib2.final_cell_0862	7.671368	-5.003875	-2.422536	1.000000
human3_lib2.final_cell_0863	12.106362	-8.255935	0.338759	1.000000
human3_lib2.final_cell_0864	3.683297	-10.949966	-2.678854	1.000000
human3_lib2.final_cell_0865	17.792504	-5.114516	2.773751	1.000000
human3_lib2.final_cell_0866	-7.067286	-0.413997	2.806267	3.000000
human3_lib2.final_cell_0867	6.563864	-8.305994	6.310601	1.000000
human3_lib2.final_cell_0868	1.540861	-10.166189	-0.244168	3.000000
human3_lib2.final_cell_0869	3.813346	-11.399579	-0.017755	2.000000
human3_lib2.final_cell_0870	-12.942170	15.838848	-9.345456	2.000000
human3_lib2.final_cell_0871	8.141125	20.438193	13.285308	1.000000
human3_lib2.final_cell_0872	4.124713	-7.670953	-4.399945	1.000000
human3_lib2.final_cell_0873	-10.268041	1.759074	8.379541	6.000000
human3_lib2.final_cell_0874	14.474493	5.506491	-9.048463	1.000000
human3_lib2.final_cell_0875	-8.401916	5.375519	4.873085	1.000000
human3_lib3.final_cell_0001	-6.176523	-15.187174	-9.516681	3.000000
human3_lib3.final_cell_0002	-27.555649	-13.097880	3.427033	3.000000
human3_lib3.final_cell_0003	-9.624390	-18.004352	-9.499180	3.000000
human3_lib3.final_cell_0004	-15.337925	11.077750	-22.165691	3.000000
human3_lib3.final_cell_0005	-6.911499	-16.379013	-6.232236	3.000000
human3_lib3.final_cell_0006	-0.013231	17.521193	-19.699051	3.000000
human3_lib3.final_cell_0007	-5.113892	0.171597	-21.731252	3.000000
human3_lib3.final_cell_0008	-11.575719	3.681259	-11.409580	3.000000
human3_lib3.final_cell_0009	-10.058595	-14.009000	-7.011732	3.000000
human3_lib3.final_cell_0010	-26.590775	-9.300691	7.560293	3.000000
human3_lib3.final_cell_0011	-11.946822	8.690547	-2.039679	3.000000
human3_lib3.final_cell_0012	-12.275943	-11.857931	-8.014771	3.000000
human3_lib3.final_cell_0013	14.272937	7.380235	-18.299097	3.000000
human3_lib3.final_cell_0014	-24.320804	-17.977321	4.870991	3.000000
human3_lib3.final_cell_0015	-16.944223	-10.873289	1.423808	3.000000
human3_lib3.final_cell_0016	-12.336301	-14.762795	-10.616156	3.000000
human3_lib3.final_cell_0017	-13.647516	-8.183928	-12.610413	3.000000
human3_lib3.final_cell_0018	-16.601996	-11.398569	-3.530837	3.000000
human3_lib3.final_cell_0019	-38.053057	-6.596559	8.280662	3.000000
human3_lib3.final_cell_0020	-13.522081	1.331679	-6.841430	3.000000
human3_lib3.final_cell_0021	-6.703272	-12.911714	-6.974673	3.000000
human3_lib3.final_cell_0022	-20.607699	-2.112422	-21.647583	3.000000
human3_lib3.final_cell_0023	-18.392796	20.272047	-8.755521	3.000000
human3_lib3.final_cell_0024	-18.133766	-15.059437	7.867369	3.000000
human3_lib3.final_cell_0025	-31.548342	-12.053683	0.542746	3.000000
human3_lib3.final_cell_0026	-35.389383	9.087297	-12.892574	3.000000
human3_lib3.final_cell_0027	-7.123600	-10.193670	-8.330036	3.000000
human3_lib3.final_cell_0028	-21.730595	-16.218286	-3.422460	3.000000
human3_lib3.final_cell_0029	-19.079380	-4.810545	2.381662	3.000000
human3_lib3.final_cell_0030	1.785883	-23.436152	7.387767	3.000000
human3_lib3.final_cell_0031	-1.282368	-16.494135	-11.128614	3.000000
human3_lib3.final_cell_0032	-1.822703	10.092327	7.910319	1.000000
human3_lib3.final_cell_0033	-34.248979	3.408141	11.423517	3.000000
human3_lib3.final_cell_0034	10.690622	5.244964	-6.249719	1.000000
human3_lib3.final_cell_0035	-24.480998	6.406632	12.799314	3.000000
human3_lib3.final_cell_0036	-25.924703	4.282597	-11.775693	3.000000
human3_lib3.final_cell_0037	-25.326587	0.691251	-3.425953	3.000000
human3_lib3.final_cell_0038	-24.025991	-3.543059	-4.449117	3.000000
human3_lib3.final_cell_0039	-16.237195	-23.047273	-6.917560	3.000000
human3_lib3.final_cell_0040	-17.163010	-4.408934	-12.085611	3.000000
human3_lib3.final_cell_0041	-6.016846	-7.421480	-14.637423	3.000000
human3_lib3.final_cell_0042	-28.176442	1.748185	-4.729312	3.000000
human3_lib3.final_cell_0043	-14.306888	-17.440595	1.223012	3.000000
human3_lib3.final_cell_0044	-12.356528	1.228905	7.635547	3.000000
human3_lib3.final_cell_0045	-28.411825	-11.696980	-11.153623	3.000000
human3_lib3.final_cell_0046	-9.756686	-13.240613	-19.625877	3.000000
human3_lib3.final_cell_0047	-8.218735	-7.266467	-11.904894	3.000000
human3_lib3.final_cell_0048	-9.428563	-10.306127	8.592208	3.000000
human3_lib3.final_cell_0049	-14.434892	12.775449	-30.725349	3.000000
human3_lib3.final_cell_0050	-23.404847	-6.446730	15.676950	3.000000
human3_lib3.final_cell_0051	-22.334105	-17.154857	1.145807	3.000000
human3_lib3.final_cell_0052	12.902487	-9.090811	-5.007206	1.000000
human3_lib3.final_cell_0053	-17.263312	-2.971466	-6.317081	3.000000
human3_lib3.final_cell_0054	12.495935	-9.853337	-0.313012	1.000000
human3_lib3.final_cell_0055	-14.713543	8.017454	0.819409	3.000000
human3_lib3.final_cell_0056	7.938496	-16.553340	-25.176986	3.000000
human3_lib3.final_cell_0057	-31.960384	-15.076521	-7.290703	3.000000
human3_lib3.final_cell_0058	-3.440559	-17.207746	-4.280118	3.000000
human3_lib3.final_cell_0059	-19.836373	-12.894688	-22.879128	3.000000
human3_lib3.final_cell_0060	6.792007	-19.634663	6.575638	3.000000
human3_lib3.final_cell_0061	-14.487151	-2.606949	-3.344875	3.000000
human3_lib3.final_cell_0062	-0.365154	1.185521	-23.782452	3.000000
human3_lib3.final_cell_0063	-7.119770	3.111145	4.270671	3.000000
human3_lib3.final_cell_0064	-10.782365	-24.136055	-4.435299	3.000000
human3_lib3.final_cell_0065	-12.017128	-13.415146	-4.132121	3.000000
human3_lib3.final_cell_0066	-15.497876	-13.953947	2.330036	3.000000
human3_lib3.final_cell_0067	-19.595228	14.441868	6.591477	3.000000
human3_lib3.final_cell_0068	-18.101213	15.670623	-4.064978	3.000000
human3_lib3.final_cell_0069	-37.235717	-12.740560	43.835432	3.000000
human3_lib3.final_cell_0070	-14.574632	-3.050742	-6.836919	3.000000
human3_lib3.final_cell_0071	0.448214	21.684816	-17.058439	3.000000
human3_lib3.final_cell_0072	-20.907531	-14.942997	11.031214	3.000000
human3_lib3.final_cell_0073	-16.567217	-20.794516	-11.838633	3.000000
human3_lib3.final_cell_0074	-15.503028	-32.884543	-5.155019	3.000000
human3_lib3.final_cell_0075	-10.850706	-6.322991	20.285789	3.000000
human3_lib3.final_cell_0076	-7.685329	-0.958372	6.423676	3.000000
human3_lib3.final_cell_0077	-21.182109	-1.099438	-1.884029	3.000000
human3_lib3.final_cell_0078	-1.619778	-0.934596	-19.014895	3.000000
human3_lib3.final_cell_0079	-5.562298	1.027131	-16.779983	3.000000
human3_lib3.final_cell_0080	11.504072	-21.180752	-3.625086	3.000000
human3_lib3.final_cell_0081	-4.539305	-21.775129	16.210740	3.000000
human3_lib3.final_cell_0082	-6.015126	-12.641909	-13.056490	3.000000
human3_lib3.final_cell_0083	11.751249	7.743967	-4.408408	3.000000
human3_lib3.final_cell_0084	4.574434	-19.764624	-17.767967	3.000000
human3_lib3.final_cell_0085	-15.816895	5.532011	-23.026497	3.000000
human3_lib3.final_cell_0086	6.271256	-14.554143	10.444406	1.000000
human3_lib3.final_cell_0087	11.889532	-5.203393	-7.302346	1.000000
human3_lib3.final_cell_0088	-9.092973	-13.393447	-0.155512	3.000000
human3_lib3.final_cell_0089	-20.516752	-17.453897	-8.452864	3.000000
human3_lib3.final_cell_0090	-24.409633	-4.331073	-1.337764	3.000000
human3_lib3.final_cell_0091	9.266289	7.764969	-5.487342	1.000000
human3_lib3.final_cell_0092	4.805900	-16.948097	-2.428113	3.000000
human3_lib3.final_cell_0093	14.817512	-9.504705	-5.655377	1.000000
human3_lib3.final_cell_0094	-12.227046	-6.153216	-15.067944	3.000000
human3_lib3.final_cell_0095	-23.538267	-12.566288	-11.686774	3.000000
human3_lib3.final_cell_0096	-29.582440	-6.060019	7.387303	3.000000
human3_lib3.final_cell_0097	-0.072098	0.060780	3.723721	1.000000
human3_lib3.final_cell_0098	-20.310753	-11.308604	3.215784	3.000000
human3_lib3.final_cell_0099	-18.768247	-14.977731	3.681369	3.000000
human3_lib3.final_cell_0100	-9.179783	-12.886635	-9.646449	3.000000
human3_lib3.final_cell_0101	-9.540290	-13.133027	-14.658481	3.000000
human3_lib3.final_cell_0102	11.530138	8.054249	-6.454495	1.000000
human3_lib3.final_cell_0103	-13.519047	6.490638	3.002130	3.000000
human3_lib3.final_cell_0104	3.650121	12.539474	-12.421705	1.000000
human3_lib3.final_cell_0105	14.942723	-8.339761	0.344401	1.000000
human3_lib3.final_cell_0106	-32.649129	10.827611	-8.134882	3.000000
human3_lib3.final_cell_0107	15.721287	-6.471305	8.631433	1.000000
human3_lib3.final_cell_0108	13.976636	-7.659309	1.014673	1.000000
human3_lib3.final_cell_0109	-6.804923	24.694135	-19.457611	3.000000
human3_lib3.final_cell_0110	0.723364	-6.461918	2.849520	3.000000
human3_lib3.final_cell_0111	-10.480698	-9.261688	1.654943	3.000000
human3_lib3.final_cell_0112	13.229490	-5.902277	2.946662	1.000000
human3_lib3.final_cell_0113	-31.640117	5.522285	8.779927	3.000000
human3_lib3.final_cell_0114	9.444692	8.666815	7.116309	1.000000
human3_lib3.final_cell_0115	18.002462	14.341885	-7.390596	1.000000
human3_lib3.final_cell_0116	14.423749	8.793827	-5.562557	1.000000
human3_lib3.final_cell_0117	-6.742413	1.654270	1.196902	6.000000
human3_lib3.final_cell_0118	-13.201113	-3.031824	16.195140	3.000000
human3_lib3.final_cell_0119	-10.746526	-1.943862	-10.810145	3.000000
human3_lib3.final_cell_0120	-10.231703	-15.324230	10.825866	3.000000
human3_lib3.final_cell_0121	13.643895	-6.809306	3.835710	1.000000
human3_lib3.final_cell_0122	-25.017158	-3.234369	8.056724	3.000000
human3_lib3.final_cell_0123	16.927056	-27.567193	6.159156	3.000000
human3_lib3.final_cell_0124	17.312555	-12.531672	0.460627	1.000000
human3_lib3.final_cell_0125	-0.476604	-5.049332	7.700874	1.000000
human3_lib3.final_cell_0126	10.168829	8.152613	-22.527814	3.000000
human3_lib3.final_cell_0127	-1.744556	7.571410	16.542501	1.000000
human3_lib3.final_cell_0128	-12.811525	-12.098728	-12.786247	3.000000
human3_lib3.final_cell_0129	11.525332	-19.950795	-0.653528	3.000000
human3_lib3.final_cell_0130	-1.129293	0.133366	7.866849	1.000000
human3_lib3.final_cell_0131	11.769668	-8.009423	4.877103	1.000000
human3_lib3.final_cell_0132	-16.988281	12.391166	-2.343885	3.000000
human3_lib3.final_cell_0133	4.070801	5.529125	10.519204	1.000000
human3_lib3.final_cell_0134	-7.551550	2.249263	1.889925	6.000000
human3_lib3.final_cell_0135	-27.824784	17.059408	-2.548639	3.000000
human3_lib3.final_cell_0136	10.476489	-3.165745	3.665421	1.000000
human3_lib3.final_cell_0137	12.865272	-14.633544	-5.081833	1.000000
human3_lib3.final_cell_0138	9.283775	-14.896729	0.936052	1.000000
human3_lib3.final_cell_0139	-11.849011	7.189168	5.451295	3.000000
human3_lib3.final_cell_0140	8.214818	-7.803682	5.368610	1.000000
human3_lib3.final_cell_0141	12.823990	-4.767354	2.179290	1.000000
human3_lib3.final_cell_0142	12.947117	-8.208281	3.545990	1.000000
human3_lib3.final_cell_0143	-11.885184	-28.462305	12.563604	3.000000
human3_lib3.final_cell_0144	-16.933805	0.972118	-20.301238	3.000000
human3_lib3.final_cell_0145	-29.013048	-9.037481	-2.343749	3.000000
human3_lib3.final_cell_0146	-8.777986	-0.259374	0.903514	2.000000
human3_lib3.final_cell_0147	11.480625	7.963870	5.694937	1.000000
human3_lib3.final_cell_0148	6.380972	-11.199945	-1.396194	1.000000
human3_lib3.final_cell_0149	10.277402	7.091074	-8.821791	1.000000
human3_lib3.final_cell_0150	9.858359	-8.702328	-0.009071	1.000000
human3_lib3.final_cell_0151	10.283953	-9.482568	-1.548837	1.000000
human3_lib3.final_cell_0152	-11.815506	19.847898	-6.638918	3.000000
human3_lib3.final_cell_0153	11.239080	-0.243861	-4.952198	1.000000
human3_lib3.final_cell_0154	-8.792418	0.688889	-0.195471	6.000000
human3_lib3.final_cell_0155	-13.664647	3.907722	-17.030727	3.000000
human3_lib3.final_cell_0156	-15.555385	-4.821533	-2.024195	3.000000
human3_lib3.final_cell_0157	-19.571062	0.521657	-9.748217	3.000000
human3_lib3.final_cell_0158	-0.309252	2.894348	-1.404360	1.000000
human3_lib3.final_cell_0159	10.941292	8.190094	-6.154925	1.000000
human3_lib3.final_cell_0160	-25.299040	-19.393016	-0.229812	3.000000
human3_lib3.final_cell_0161	13.167962	-1.146294	-4.284246	1.000000
human3_lib3.final_cell_0162	-18.066290	21.414111	-5.209251	3.000000
human3_lib3.final_cell_0163	-20.286499	10.280373	2.945911	3.000000
human3_lib3.final_cell_0164	-6.519323	-19.309702	-8.672298	3.000000
human3_lib3.final_cell_0165	12.110983	-6.873124	2.556706	1.000000
human3_lib3.final_cell_0166	-29.826096	4.678884	-5.409459	3.000000
human3_lib3.final_cell_0167	10.774819	-6.427046	2.017320	1.000000
human3_lib3.final_cell_0168	-4.220669	-11.063424	-8.935026	3.000000
human3_lib3.final_cell_0169	13.278147	-7.766285	-6.216538	1.000000
human3_lib3.final_cell_0170	-14.558511	-5.825806	-4.143301	3.000000
human3_lib3.final_cell_0171	-3.192408	5.098095	2.663343	1.000000
human3_lib3.final_cell_0172	-9.183850	4.083814	-3.175648	3.000000
human3_lib3.final_cell_0173	-12.911343	-26.251830	4.153227	3.000000
human3_lib3.final_cell_0174	-23.495843	6.012404	18.167205	3.000000
human3_lib3.final_cell_0175	-5.417718	1.749829	1.301739	6.000000
human3_lib3.final_cell_0176	-22.040483	-5.921430	0.607963	3.000000
human3_lib3.final_cell_0177	1.185662	-20.628147	-0.720314	3.000000
human3_lib3.final_cell_0178	6.924307	-7.807945	2.680700	1.000000
human3_lib3.final_cell_0179	-24.727308	6.475765	-2.926180	3.000000
human3_lib3.final_cell_0180	-8.541737	29.674908	-8.495386	3.000000
human3_lib3.final_cell_0181	11.684272	-6.465474	4.441849	1.000000
human3_lib3.final_cell_0182	-9.353201	-1.889570	-0.181465	6.000000
human3_lib3.final_cell_0183	-2.681194	9.124175	6.140675	1.000000
human3_lib3.final_cell_0184	12.111253	-5.461180	-0.298231	1.000000
human3_lib3.final_cell_0185	14.538658	-9.530950	-1.631682	1.000000
human3_lib3.final_cell_0186	-17.570982	-4.335330	7.580685	3.000000
human3_lib3.final_cell_0187	14.983872	-8.730914	3.158938	1.000000
human3_lib3.final_cell_0188	-9.821366	-0.751725	-7.200101	3.000000
human3_lib3.final_cell_0189	-4.748103	1.959459	2.163708	1.000000
human3_lib3.final_cell_0190	14.556122	-5.976853	-6.827885	1.000000
human3_lib3.final_cell_0191	-11.502886	10.782473	24.253932	3.000000
human3_lib3.final_cell_0192	-23.040364	15.448294	-20.208205	3.000000
human3_lib3.final_cell_0193	14.994786	-10.579751	2.349482	1.000000
human3_lib3.final_cell_0194	6.138868	-18.228331	-12.357620	3.000000
human3_lib3.final_cell_0195	-9.699100	-11.723156	-2.600800	3.000000
human3_lib3.final_cell_0196	1.468959	9.732223	-3.691239	1.000000
human3_lib3.final_cell_0197	12.214722	-6.644892	0.789763	1.000000
human3_lib3.final_cell_0198	-21.023000	7.364073	-7.383760	3.000000
human3_lib3.final_cell_0199	10.384171	-4.154664	-4.892694	1.000000
human3_lib3.final_cell_0200	6.604791	-7.574829	4.459667	1.000000
human3_lib3.final_cell_0201	-9.226274	23.732410	-0.133519	3.000000
human3_lib3.final_cell_0202	16.253360	-2.087581	6.473799	1.000000
human3_lib3.final_cell_0203	-25.800361	10.705223	3.611458	3.000000
human3_lib3.final_cell_0204	-9.561719	-5.118839	-7.195382	3.000000
human3_lib3.final_cell_0205	-12.977623	-16.986228	-13.662603	3.000000
human3_lib3.final_cell_0206	14.059460	-10.003286	3.084573	1.000000
human3_lib3.final_cell_0207	-0.505568	-5.382669	-17.659348	3.000000
human3_lib3.final_cell_0208	-4.314278	-6.039958	-24.543426	3.000000
human3_lib3.final_cell_0209	18.026727	-4.899714	-6.301188	1.000000
human3_lib3.final_cell_0210	10.638239	-0.167124	3.006937	1.000000
human3_lib3.final_cell_0211	11.669423	7.275156	-7.424494	1.000000
human3_lib3.final_cell_0212	7.797672	10.089163	-9.300756	1.000000
human3_lib3.final_cell_0213	10.920010	-10.387865	0.770359	2.000000
human3_lib3.final_cell_0214	-16.100779	-1.841537	2.366802	3.000000
human3_lib3.final_cell_0215	10.831210	-11.518734	-5.944246	1.000000
human3_lib3.final_cell_0216	3.476494	9.004078	-5.024492	1.000000
human3_lib3.final_cell_0217	-7.565420	12.372404	3.518031	1.000000
human3_lib3.final_cell_0218	11.721866	-7.975044	6.229128	1.000000
human3_lib3.final_cell_0219	14.487481	-11.462408	4.358929	1.000000
human3_lib3.final_cell_0220	-10.516425	-7.371901	-6.991950	3.000000
human3_lib3.final_cell_0221	-15.648032	3.510525	-7.453381	3.000000
human3_lib3.final_cell_0222	0.599555	11.881559	13.007045	1.000000
human3_lib3.final_cell_0223	-24.945896	-13.416241	8.139108	3.000000
human3_lib3.final_cell_0224	-10.582430	-3.278544	-2.654842	3.000000
human3_lib3.final_cell_0225	17.702259	-12.557247	-3.182713	1.000000
human3_lib3.final_cell_0226	-19.451502	-7.680472	8.859411	3.000000
human3_lib3.final_cell_0227	-15.192362	-2.392085	13.127587	3.000000
human3_lib3.final_cell_0228	1.571385	-20.689408	-5.262521	3.000000
human3_lib3.final_cell_0229	-13.515957	-9.879646	6.157140	3.000000
human3_lib3.final_cell_0230	-10.769227	-1.562591	-5.573795	3.000000
human3_lib3.final_cell_0231	-29.051066	14.241047	16.906564	3.000000
human3_lib3.final_cell_0232	11.445436	-11.187064	-1.473280	1.000000
human3_lib3.final_cell_0233	-23.380545	-12.545284	-7.509608	3.000000
human3_lib3.final_cell_0234	16.597015	11.050851	1.755213	1.000000
human3_lib3.final_cell_0235	-7.063657	-22.189997	-15.297239	3.000000
human3_lib3.final_cell_0236	12.398056	-2.389601	1.518088	1.000000
human3_lib3.final_cell_0237	-13.206841	10.677611	8.515761	1.000000
human3_lib3.final_cell_0238	12.587223	-6.295332	-1.192692	1.000000
human3_lib3.final_cell_0239	11.814391	-10.343943	-5.700425	1.000000
human3_lib3.final_cell_0240	12.552172	13.782223	1.888152	1.000000
human3_lib3.final_cell_0241	18.222338	-22.117782	5.108177	3.000000
human3_lib3.final_cell_0242	6.118278	-1.233169	9.466858	1.000000
human3_lib3.final_cell_0243	-24.739091	3.742936	9.305748	3.000000
human3_lib3.final_cell_0244	-12.383407	-0.057970	-13.484756	3.000000
human3_lib3.final_cell_0245	11.012297	11.257575	-3.802844	1.000000
human3_lib3.final_cell_0246	12.423942	3.019501	-7.081573	1.000000
human3_lib3.final_cell_0247	16.266466	-8.893615	0.608472	1.000000
human3_lib3.final_cell_0248	9.954725	-11.687750	1.076672	1.000000
human3_lib3.final_cell_0249	10.659953	-7.059909	4.233117	1.000000
human3_lib3.final_cell_0250	14.659019	-4.596982	5.581349	3.000000
human3_lib3.final_cell_0251	12.465059	-7.075317	-1.772849	1.000000
human3_lib3.final_cell_0252	-12.247727	-0.303560	-3.340114	3.000000
human3_lib3.final_cell_0253	9.018387	-13.340806	-2.865645	1.000000
human3_lib3.final_cell_0254	5.004795	-7.532914	0.824175	1.000000
human3_lib3.final_cell_0255	-12.030063	-4.416025	-0.901758	3.000000
human3_lib3.final_cell_0256	7.214545	-10.300385	-1.412854	1.000000
human3_lib3.final_cell_0257	9.045723	-4.511706	-1.791600	1.000000
human3_lib3.final_cell_0258	-7.908904	1.968180	-13.764683	3.000000
human3_lib3.final_cell_0259	6.378951	-11.013868	3.964768	1.000000
human3_lib3.final_cell_0260	12.265454	-4.041445	4.590453	1.000000
human3_lib3.final_cell_0261	13.923599	3.632151	10.826935	1.000000
human3_lib3.final_cell_0262	-7.722312	-0.892547	-12.915718	3.000000
human3_lib3.final_cell_0263	-3.947411	-5.177055	-0.950657	1.000000
human3_lib3.final_cell_0264	7.852640	8.103034	-5.829036	1.000000
human3_lib3.final_cell_0265	-12.996088	-5.171166	-4.096074	6.000000
human3_lib3.final_cell_0266	-15.425053	-3.022443	5.204601	3.000000
human3_lib3.final_cell_0267	-11.569966	4.837447	-2.832851	3.000000
human3_lib3.final_cell_0268	-6.186661	-18.203926	9.195218	3.000000
human3_lib3.final_cell_0269	8.549908	0.270360	7.089815	1.000000
human3_lib3.final_cell_0270	11.166411	-12.505024	-1.903490	1.000000
human3_lib3.final_cell_0271	-5.492211	-3.762028	0.062126	3.000000
human3_lib3.final_cell_0272	-30.294131	11.210298	9.999689	3.000000
human3_lib3.final_cell_0273	-1.071110	7.694666	5.099992	1.000000
human3_lib3.final_cell_0274	10.924134	8.300913	-3.355782	1.000000
human3_lib3.final_cell_0275	13.361926	-12.883399	3.310053	1.000000
human3_lib3.final_cell_0276	-18.256742	11.977382	-17.756641	3.000000
human3_lib3.final_cell_0277	9.297663	9.864691	2.220424	1.000000
human3_lib3.final_cell_0278	-14.404200	-0.087711	2.184456	3.000000
human3_lib3.final_cell_0279	11.580821	-6.586089	-1.032976	1.000000
human3_lib3.final_cell_0280	11.041652	11.626237	-10.096983	1.000000
human3_lib3.final_cell_0281	11.206539	8.326507	13.571547	1.000000
human3_lib3.final_cell_0282	11.922055	-8.920485	0.548788	1.000000
human3_lib3.final_cell_0283	-5.929863	0.019038	2.958924	6.000000
human3_lib3.final_cell_0284	-20.601198	-9.144362	19.100392	3.000000
human3_lib3.final_cell_0285	9.920604	5.934073	-10.268147	1.000000
human3_lib3.final_cell_0286	14.117575	-7.588564	-0.163573	1.000000
human3_lib3.final_cell_0287	4.250989	-2.027782	4.636222	1.000000
human3_lib3.final_cell_0288	-14.452821	11.185191	18.428608	3.000000
human3_lib3.final_cell_0289	-9.549601	-6.537222	-5.098565	3.000000
human3_lib3.final_cell_0290	-9.845109	-6.392014	7.556516	3.000000
human3_lib3.final_cell_0291	-3.721516	1.219722	2.147267	1.000000
human3_lib3.final_cell_0292	-8.531127	0.948461	1.467125	2.000000
human3_lib3.final_cell_0293	-5.608001	-28.467189	-6.419058	3.000000
human3_lib3.final_cell_0294	11.994701	8.882797	7.799608	1.000000
human3_lib3.final_cell_0295	10.724387	8.170716	-6.404622	1.000000
human3_lib3.final_cell_0296	-15.006518	-12.908121	10.329618	3.000000
human3_lib3.final_cell_0297	11.824489	-7.652249	1.108673	1.000000
human3_lib3.final_cell_0298	16.254097	-5.648112	3.082783	1.000000
human3_lib3.final_cell_0299	-3.192009	-4.834410	-9.422938	3.000000
human3_lib3.final_cell_0300	14.536654	-14.267428	11.013609	3.000000
human3_lib3.final_cell_0301	-18.608372	-9.159767	-2.442752	3.000000
human3_lib3.final_cell_0302	-6.446205	-1.320529	-3.244093	3.000000
human3_lib3.final_cell_0303	9.343951	9.121039	-5.528947	1.000000
human3_lib3.final_cell_0304	11.726236	-12.735754	3.168715	1.000000
human3_lib3.final_cell_0305	9.682716	7.025443	-6.954606	1.000000
human3_lib3.final_cell_0306	-19.597286	-8.631099	-5.017180	3.000000
human3_lib3.final_cell_0307	13.057492	6.256162	-3.697570	1.000000
human3_lib3.final_cell_0308	12.041614	1.682986	8.406865	1.000000
human3_lib3.final_cell_0309	12.012978	-3.253849	8.759854	1.000000
human3_lib3.final_cell_0310	10.513459	-4.606348	4.720467	1.000000
human3_lib3.final_cell_0311	10.312199	-9.494420	-0.120560	2.000000
human3_lib3.final_cell_0312	-15.456887	-0.848920	7.067813	3.000000
human3_lib3.final_cell_0313	15.444069	-6.393586	2.229210	1.000000
human3_lib3.final_cell_0314	12.562746	5.174733	-6.544427	1.000000
human3_lib3.final_cell_0315	-4.721907	3.964614	6.019508	1.000000
human3_lib3.final_cell_0316	-11.418653	6.149374	-9.166037	3.000000
human3_lib3.final_cell_0317	7.798576	11.252352	14.563545	1.000000
human3_lib3.final_cell_0318	-2.134441	3.520320	-2.358967	1.000000
human3_lib3.final_cell_0319	-4.716365	2.774337	4.617008	1.000000
human3_lib3.final_cell_0320	13.367445	1.531453	16.636790	1.000000
human3_lib3.final_cell_0321	8.450482	-9.669586	1.444767	1.000000
human3_lib3.final_cell_0322	-4.830687	-4.780232	-2.558676	3.000000
human3_lib3.final_cell_0323	13.459712	-8.223641	-0.429976	1.000000
human3_lib3.final_cell_0324	-6.640678	2.218556	-0.991268	4.000000
human3_lib3.final_cell_0325	-0.916467	11.604009	6.281707	1.000000
human3_lib3.final_cell_0326	11.783160	9.225801	-6.592646	1.000000
human3_lib3.final_cell_0327	-13.146654	-2.422914	5.729822	3.000000
human3_lib3.final_cell_0328	14.258468	3.987201	-6.674132	1.000000
human3_lib3.final_cell_0329	-3.765974	0.417151	-2.537179	3.000000
human3_lib3.final_cell_0330	5.620298	3.983457	5.705520	1.000000
human3_lib3.final_cell_0331	11.081958	7.081154	-7.975796	1.000000
human3_lib3.final_cell_0332	9.900722	-8.457641	-1.997648	1.000000
human3_lib3.final_cell_0333	-10.825041	-14.450144	2.436228	3.000000
human3_lib3.final_cell_0334	-6.077474	-4.800629	3.584551	3.000000
human3_lib3.final_cell_0335	-3.406503	-2.986130	-11.093019	3.000000
human3_lib3.final_cell_0336	7.055993	-11.125886	-7.595187	1.000000
human3_lib3.final_cell_0337	-4.078921	11.041896	9.359891	1.000000
human3_lib3.final_cell_0338	5.360452	16.282116	-5.139206	1.000000
human3_lib3.final_cell_0339	-25.199297	2.892788	5.944100	3.000000
human3_lib3.final_cell_0340	21.535849	-8.355163	-1.743632	1.000000
human3_lib3.final_cell_0341	-11.103411	7.850002	0.179700	3.000000
human3_lib3.final_cell_0342	-2.348613	-1.840227	-6.144192	3.000000
human3_lib3.final_cell_0343	9.525668	-9.435032	1.416628	1.000000
human3_lib3.final_cell_0344	11.199048	14.180287	-0.818727	1.000000
human3_lib3.final_cell_0345	8.735122	5.459679	-3.812622	1.000000
human3_lib3.final_cell_0346	11.258414	8.716874	-6.663039	1.000000
human3_lib3.final_cell_0347	21.964442	12.605152	4.948776	1.000000
human3_lib3.final_cell_0348	12.530184	-5.867868	11.751829	1.000000
human3_lib3.final_cell_0349	22.458396	-2.904836	-6.389390	1.000000
human3_lib3.final_cell_0350	10.049068	-7.362147	-3.589090	1.000000
human3_lib3.final_cell_0351	17.330125	-10.451556	-2.776074	1.000000
human3_lib3.final_cell_0352	12.075238	13.303846	-10.686450	1.000000
human3_lib3.final_cell_0353	17.477819	7.340242	-8.263275	1.000000
human3_lib3.final_cell_0354	-24.839117	-7.532865	2.301549	3.000000
human3_lib3.final_cell_0355	-1.537683	-23.433981	-7.921044	3.000000
human3_lib3.final_cell_0356	11.951736	-6.686127	-0.353295	1.000000
human3_lib3.final_cell_0357	8.021144	12.129850	2.024287	1.000000
